run	randomSeed	numHumans	numZombies	numHunters	gestationPeriod
3437	-1533040364	50	5	10	10
3439	-1533040099	50	10	1	5
3441	-1533040036	50	10	1	50
3443	-1533037802	50	10	5	10
3445	-1533035349	50	10	10	5
3447	-1533027724	50	10	10	50
3449	-1533025755	50	15	1	10
3451	-1533025692	50	15	5	5
3453	-1533020692	50	15	5	50
3455	-1533020614	50	15	10	10
3457	-1533020458	50	20	1	5
3459	-1533020333	50	20	1	50
3461	-1533018755	50	20	5	10
3463	-1533018708	50	20	10	5
3465	-1533018645	50	20	10	50
3467	-1533016895	100	1	1	10
3469	-1533016817	100	1	5	5
3471	-1533016661	100	1	5	50
3473	-1533015989	100	1	10	10
3475	-1533015786	100	5	1	5
3477	-1533014114	100	5	1	50
3479	-1533013599	100	5	5	10
3481	-1533012270	100	5	10	5
3483	-1533010989	100	5	10	50
3485	-1533009380	100	10	1	10
3487	-1533009239	100	10	5	5
3489	-1533007083	100	10	5	50
3491	-1533006567	100	10	10	10
3493	-1533004599	100	15	1	5
3495	-1532983349	100	15	1	50
3497	-1532983192	100	15	5	10
3499	-1532981239	100	15	10	5
3501	-1532981067	100	15	10	50
3503	-1532978911	100	20	1	10
3505	-1532977395	100	20	5	5
3507	-1532977317	100	20	5	50
3509	-1532974724	100	20	10	10
3511	-1532972489	10	1	1	5
3513	-1532972411	10	1	1	50
3515	-1532964317	10	1	5	10
3517	-1532963864	10	1	10	5
3519	-1532961958	10	1	10	50
3521	-1532953598	10	5	1	10
3523	-1532953364	10	5	5	5
3525	-1532952989	10	5	5	50
3527	-1532952911	10	5	10	10
3529	-1532952724	10	10	1	5
3531	-1532951864	10	10	1	50
3533	-1532951114	10	10	5	10
3535	-1532948708	10	10	10	5
3537	-1532948442	10	10	10	50
3539	-1532946645	10	15	1	10
3541	-1532946489	10	15	5	5
3543	-1532946411	10	15	5	50
3545	-1532945161	10	15	10	10
3547	-1532945036	10	20	1	5
3549	-1532944942	10	20	1	50
3551	-1532944833	10	20	5	10
3553	-1532944770	10	20	10	5
3555	-1532941255	10	20	10	50
3557	-1532938598	50	1	1	10
3559	-1532926895	50	1	5	5
3561	-1532924552	50	1	5	50
3563	-1532924442	50	1	10	10
3565	-1532924333	50	5	1	5
3567	-1532922161	50	5	1	50
3569	-1532917974	50	5	5	10
3571	-1532917630	50	5	10	5
3573	-1532915098	50	5	10	50
3575	-1532914989	50	10	1	10
3577	-1532912958	50	10	5	5
3579	-1532910739	50	10	5	50
3581	-1532910380	50	10	10	10
3583	-1532904661	50	15	1	5
3585	-1532903817	50	15	1	50
3587	-1532903364	50	15	5	10
3589	-1532903317	50	15	10	5
3591	-1532901677	50	15	10	50
3593	-1532891286	50	20	1	10
3595	-1532890520	50	20	5	5
3597	-1532890302	50	20	5	50
3599	-1532890239	50	20	10	10
3601	-1532887270	100	1	1	5
3603	-1532885786	100	1	1	50
3605	-1532883520	100	1	5	10
3607	-1532863363	100	1	10	5
3609	-1532860504	100	1	10	50
3611	-1532856691	100	5	1	10
3613	-1532856441	100	5	5	5
3615	-1532856300	100	5	5	50
3617	-1532855175	100	5	10	10
3619	-1532853175	100	10	1	5
3621	-1532853082	100	10	1	50
3623	-1532852753	100	10	5	10
3625	-1532852441	100	10	10	5
3627	-1532852019	100	10	10	50
3629	-1532850285	100	15	1	10
3631	-1532848706	100	15	5	5
3633	-1532848144	100	15	5	50
3635	-1532810205	100	15	10	10
3637	-1532805548	100	20	1	5
3639	-1532805423	100	20	1	50
3641	-1532803798	100	20	5	10
3643	-1532799470	100	20	10	5
3645	-1532798876	100	20	10	50
3647	-1532796595	10	1	1	10
3649	-1532796532	10	1	5	5
3651	-1532794392	10	1	5	50
3653	-1532788657	10	1	10	10
3655	-1532788548	10	5	1	5
3657	-1532788423	10	5	1	50
3659	-1532779500	10	5	5	10
3661	-1532779438	10	5	10	5
3663	-1532759125	10	5	10	50
3665	-1532759000	10	10	1	10
3667	-1532757765	10	10	5	5
3669	-1532757484	10	10	5	50
3671	-1532757265	10	10	10	10
3673	-1532753546	10	15	1	5
3675	-1532751031	10	15	1	50
3677	-1532749109	10	15	5	10
3679	-1532749015	10	15	10	5
3681	-1532748062	10	15	10	50
3683	-1532747812	10	20	1	10
3685	-1532746515	10	20	5	5
3687	-1532742515	10	20	5	50
3689	-1532738124	10	20	10	10
3691	-1532735686	50	1	1	5
3693	-1532735624	50	1	1	50
3695	-1532735436	50	1	5	10
3697	-1532734561	50	1	10	5
3699	-1532734264	50	1	10	50
3701	-1532733717	50	5	1	10
3703	-1532733655	50	5	5	5
3705	-1532733546	50	5	5	50
3707	-1532731296	50	5	10	10
3709	-1532726139	50	10	1	5
3711	-1532726045	50	10	1	50
3713	-1532725686	50	10	5	10
3715	-1532722592	50	10	10	5
3717	-1532721983	50	10	10	50
3719	-1532711857	50	15	1	10
3721	-1532711373	50	15	5	5
3723	-1532711248	50	15	5	50
3725	-1532709560	50	15	10	10
3727	-1532708123	50	20	1	5
3729	-1532707920	50	20	1	50
3731	-1532706529	50	20	5	10
3733	-1532699591	50	20	10	5
3735	-1532699544	50	20	10	50
3737	-1532699513	100	1	1	10
3739	-1532697888	100	1	5	5
3741	-1532697763	100	1	5	50
3743	-1532697310	100	1	10	10
3745	-1532694044	100	5	1	5
3747	-1532693919	100	5	1	50
3749	-1532693810	100	5	5	10
3751	-1532693716	100	5	10	5
3753	-1532693638	100	5	10	50
3755	-1532689294	100	10	1	10
3757	-1532689200	100	10	5	5
3759	-1532687700	100	10	5	50
3761	-1532679903	100	10	10	10
3763	-1532679762	100	15	1	5
3765	-1532676778	100	15	1	50
3767	-1532676715	100	15	5	10
3769	-1532676653	100	15	10	5
3771	-1532674824	100	15	10	50
3773	-1532666090	100	20	1	10
3775	-1532665152	100	20	5	5
3777	-1532656058	100	20	5	50
3779	-1532654605	100	20	10	10
3781	-1532652839	10	1	1	5
3783	-1532652746	10	1	1	50
3785	-1532645620	10	1	5	10
3787	-1532645245	10	1	10	5
3789	-1532642526	10	1	10	50
3791	-1532641948	10	5	1	10
3793	-1532641917	10	5	5	5
3795	-1532639042	10	5	5	50
3797	-1532637901	10	5	10	10
3799	-1532636557	10	10	1	5
3801	-1532634745	10	10	1	50
3803	-1532634651	10	10	5	10
3805	-1532632588	10	10	10	5
3807	-1532631057	10	10	10	50
3809	-1532630979	10	15	1	10
3811	-1532629698	10	15	5	5
3813	-1532627870	10	15	5	50
3815	-1532617588	10	15	10	10
3817	-1532617463	10	20	1	5
3819	-1532615307	10	20	1	50
3821	-1532605744	10	20	5	10
3823	-1532599931	10	20	10	5
3825	-1532596509	10	20	10	50
3827	-1532596368	50	1	1	10
3829	-1532596259	50	1	5	5
3831	-1532596165	50	1	5	50
3833	-1532594743	50	1	10	10
3835	-1532594650	50	5	1	5
3837	-1532594524	50	5	1	50
3839	-1532593837	50	5	5	10
3841	-1532593321	50	5	10	5
3843	-1532591212	50	5	10	50
3845	-1532591165	50	10	1	10
3847	-1532588431	50	10	5	5
3849	-1532585290	50	10	5	50
3851	-1532585118	50	10	10	10
3853	-1532585024	50	15	1	5
3855	-1532584337	50	15	1	50
3857	-1532578461	50	15	5	10
3859	-1532577274	50	15	10	5
3861	-1532571102	50	15	10	50
3863	-1532569414	50	20	1	10
3865	-1532568992	50	20	5	5
3867	-1532568414	50	20	5	50
3869	-1532568320	50	20	10	10
3871	-1532567039	100	1	1	5
3873	-1532565086	100	1	1	50
3875	-1532564258	100	1	5	10
3877	-1532561930	100	1	10	5
3879	-1532558523	100	1	10	50
3881	-1532557273	100	5	1	10
3883	-1532551945	100	5	5	5
3885	-1532551867	100	5	5	50
3887	-1532550289	100	5	10	10
3889	-1532533273	100	10	1	5
3891	-1532532726	100	10	1	50
3893	-1532532273	100	10	5	10
3895	-1532527116	100	10	10	5
3897	-1532525132	100	10	10	50
3899	-1532521460	100	15	1	10
3901	-1532520272	100	15	5	5
3903	-1532519522	100	15	5	50
3905	-1532519085	100	15	10	10
3907	-1532510225	100	20	1	5
3909	-1532508959	100	20	1	50
3911	-1532507897	100	20	5	10
3913	-1532507850	100	20	10	5
3915	-1532507491	100	20	10	50
3917	-1532505194	10	1	1	10
3919	-1532504100	10	1	5	5
3921	-1532503428	10	1	5	50
3923	-1532503319	10	1	10	10
3925	-1532500897	10	5	1	5
3927	-1532495678	10	5	1	50
3929	-1532495615	10	5	5	10
3931	-1532495459	10	5	10	5
3933	-1532494037	10	5	10	50
3935	-1532493928	10	10	1	10
3937	-1532491459	10	10	5	5
3939	-1532479756	10	10	5	50
3941	-1532478302	10	10	10	10
3943	-1532474943	10	15	1	5
3945	-1532474834	10	15	1	50
3947	-1532471646	10	15	5	10
3949	-1532469990	10	15	10	5
3951	-1532469661	10	15	10	50
3953	-1532467786	10	20	1	10
3955	-1532467724	10	20	5	5
3957	-1532466239	10	20	5	50
3959	-1532463052	10	20	10	10
3961	-1532462896	50	1	1	5
3963	-1532462568	50	1	1	50
3965	-1532462489	50	1	5	10
3967	-1532462396	50	1	10	5
3969	-1532448333	50	1	10	50
3971	-1532448208	50	5	1	10
3973	-1532448145	50	5	5	5
3975	-1532446473	50	5	5	50
3977	-1532437645	50	5	10	10
3979	-1532437567	50	10	1	5
3981	-1532436926	50	10	1	50
3983	-1532436426	50	10	5	10
3985	-1532434801	50	10	10	5
3987	-1532430489	50	10	10	50
3989	-1532430410	50	15	1	10
3991	-1532429660	50	15	5	5
3993	-1532429535	50	15	5	50
3995	-1532429410	50	15	10	10
3997	-1532424957	50	20	1	5
3999	-1532424051	50	20	1	50
4001	-1532419582	50	20	5	10
4003	-1532419488	50	20	10	5
4005	-1532418801	50	20	10	50
4007	-1532408863	100	1	1	10
4009	-1532404738	100	1	5	5
4011	-1532404581	100	1	5	50
4013	-1532404503	100	1	10	10
4015	-1532402910	100	5	1	5
4017	-1532397113	100	5	1	50
4019	-1532396988	100	5	5	10
4021	-1532391065	100	5	10	5
4023	-1532390956	100	5	10	50
4025	-1532390831	100	10	1	10
4027	-1532387722	100	10	5	5
4029	-1532385722	100	10	5	50
4031	-1532383081	100	10	10	10
4033	-1532383034	100	15	1	5
4035	-1532382909	100	15	1	50
4037	-1532379643	100	15	5	10
4039	-1532374018	100	15	10	5
4041	-1532373268	100	15	10	50
4043	-1532372846	100	20	1	10
4045	-1532372706	100	20	5	5
4047	-1532372534	100	20	5	50
4049	-1532369893	100	20	10	10
4051	-1532367830	10	1	1	5
4053	-1532367768	10	1	1	50
4055	-1532367440	10	1	5	10
4057	-1532367409	10	1	10	5
4059	-1532366409	10	1	10	50
4061	-1532365924	10	5	1	10
4063	-1532363596	10	5	5	5
4065	-1532361471	10	5	5	50
4067	-1532359283	10	5	10	10
4069	-1532357205	10	10	1	5
4071	-1532354143	10	10	1	50
4073	-1532354033	10	10	5	10
4075	-1532350611	10	10	10	5
4077	-1532348877	10	10	10	50
4079	-1532346470	10	15	1	10
4081	-1532346361	10	15	5	5
4083	-1532343158	10	15	5	50
4085	-1532343064	10	15	10	10
4087	-1532342939	10	20	1	5
4089	-1532334548	10	20	1	50
4091	-1532331626	10	20	5	10
4093	-1532329548	10	20	10	5
4095	-1532326673	10	20	10	50
4097	-1532326611	50	1	1	10
4099	-1532325236	50	1	5	5
4101	-1532298125	50	1	5	50
4103	-1532286281	50	1	10	10
4105	-1532283141	50	5	1	5
4107	-1532281422	50	5	1	50
4109	-1532279875	50	5	5	10
4111	-1532277109	50	5	10	5
4113	-1532272937	50	5	10	50
4115	-1532272875	50	10	1	10
4117	-1532272812	50	10	5	5
4119	-1532269672	50	10	5	50
4121	-1532249249	50	10	10	10
4123	-1532249046	50	15	1	5
4125	-1532248171	50	15	1	50
4127	-1532246702	50	15	5	10
4129	-1532241624	50	15	10	5
4131	-1532238577	50	15	10	50
4133	-1532237233	50	20	1	10
4135	-1532237187	50	20	5	5
4137	-1532234999	50	20	5	50
4139	-1532234968	50	20	10	10
4141	-1532227186	100	1	1	5
4143	-1532227061	100	1	1	50
4145	-1532222436	100	1	5	10
4147	-1532221592	100	1	10	5
4149	-1532220624	100	1	10	50
4151	-1532220124	100	5	1	10
4153	-1532219796	100	5	5	5
4155	-1532217999	100	5	5	50
4157	-1532216358	100	5	10	10
4159	-1532215983	100	10	1	5
4161	-1532212717	100	10	1	50
4163	-1532212545	100	10	5	10
4165	-1532212420	100	10	10	5
4167	-1532211842	100	10	10	50
4169	-1532210467	100	15	1	10
4171	-1532210202	100	15	5	5
4173	-1532207733	100	15	5	50
4175	-1532201530	100	15	10	10
4177	-1532195420	100	20	1	5
4179	-1532193436	100	20	1	50
4181	-1532192717	100	20	5	10
4183	-1532192576	100	20	10	5
4185	-1532190232	100	20	10	50
4187	-1532176779	10	1	1	10
4189	-1532176607	10	1	5	5
4191	-1532175498	10	1	5	50
4193	-1532175435	10	1	10	10
4195	-1532175357	10	5	1	5
4197	-1532175295	10	5	1	50
4199	-1532173795	10	5	5	10
4201	-1532170607	10	5	10	5
4203	-1532170560	10	5	10	50
4205	-1532170529	10	10	1	10
4207	-1532170404	10	10	5	5
4209	-1532169045	10	10	5	50
4211	-1532168966	10	10	10	10
4213	-1532166123	10	15	1	5
4215	-1532164169	10	15	1	50
4217	-1532161341	10	15	5	10
4219	-1532161169	10	15	10	5
4221	-1532160638	10	15	10	50
4223	-1532157732	10	20	1	10
4225	-1532152450	10	20	5	5
4227	-1532152388	10	20	5	50
4229	-1532152279	10	20	10	10
4231	-1532152216	50	1	1	5
4233	-1532152122	50	1	1	50
4235	-1532149622	50	1	5	10
4237	-1532147310	50	1	10	5
4239	-1532147232	50	1	10	50
4241	-1532142732	50	5	1	10
4243	-1532142450	50	5	5	5
4245	-1532138638	50	5	5	50
4247	-1532138544	50	5	10	10
4249	-1532136450	50	10	1	5
4251	-1532136372	50	10	1	50
4253	-1532136231	50	10	5	10
4255	-1532135872	50	10	10	5
4257	-1532129934	50	10	10	50
4259	-1532129684	50	15	1	10
4261	-1532127137	50	15	5	5
4263	-1532127075	50	15	5	50
4265	-1532124950	50	15	10	10
4267	-1532123262	50	20	1	5
4269	-1532120778	50	20	1	50
4271	-1532120715	50	20	5	10
4273	-1532116794	50	20	10	5
4275	-1532116731	50	20	10	50
4277	-1532116528	100	1	1	10
4279	-1532116278	100	1	5	5
4281	-1532114403	100	1	5	50
4283	-1532114325	100	1	10	10
4285	-1532109075	100	5	1	5
4287	-1532105168	100	5	1	50
4289	-1532104153	100	5	5	10
4291	-1532103309	100	5	10	5
4293	-1532103262	100	5	10	50
4295	-1532101403	100	10	1	10
4297	-1532101293	100	10	5	5
4299	-1532100887	100	10	5	50
4301	-1532100824	100	10	10	10
4303	-1532100715	100	15	1	5
4305	-1532100621	100	15	1	50
4307	-1532100199	100	15	5	10
4309	-1532099746	100	15	10	5
4311	-1532098496	100	15	10	50
4313	-1532094574	100	20	1	10
4315	-1532090527	100	20	5	5
4317	-1532087840	100	20	5	50
4319	-1532087762	100	20	10	10
4321	-1532087699	10	1	1	5
4323	-1532086762	10	1	1	50
4325	-1532084387	10	1	5	10
4327	-1532084183	10	1	10	5
4329	-1532084074	10	1	10	50
4331	-1532084012	10	5	1	10
4333	-1532083902	10	5	5	5
4335	-1532079746	10	5	5	50
4337	-1532079683	10	5	10	10
4339	-1532079418	10	10	1	5
4341	-1532079340	10	10	1	50
4343	-1532079277	10	10	5	10
4345	-1532078418	10	10	10	5
4347	-1532078277	10	10	10	50
4349	-1532078105	10	15	1	10
4351	-1532076230	10	15	5	5
4353	-1532074543	10	15	5	50
4355	-1532072355	10	15	10	10
4357	-1532072246	10	20	1	5
4359	-1532071214	10	20	1	50
4361	-1532070308	10	20	5	10
4363	-1532069996	10	20	10	5
4365	-1532066652	10	20	10	50
4367	-1532065011	50	1	1	10
4369	-1532064902	50	1	5	5
4371	-1532062886	50	1	5	50
4373	-1532061199	50	1	10	10
4375	-1532058949	50	5	1	5
4377	-1532056355	50	5	1	50
4379	-1532007041	50	5	5	10
4381	-1532006979	50	5	10	5
4383	-1532004057	50	5	10	50
4385	-1532002916	50	10	1	10
4387	-1532002807	50	10	5	5
4389	-1532001526	50	10	5	50
4391	-1532001432	50	10	10	10
4393	-1532001213	50	15	1	5
4395	-1531998775	50	15	1	50
4397	-1531996807	50	15	5	10
4399	-1531994885	50	15	10	5
4401	-1531991869	50	15	10	50
4403	-1531987650	50	20	1	10
4405	-1531985541	50	20	5	5
4407	-1531985463	50	20	5	50
4409	-1531984213	50	20	10	10
4411	-1531974947	100	1	1	5
4413	-1531974853	100	1	1	50
4415	-1531974556	100	1	5	10
4417	-1531972650	100	1	10	5
4419	-1531972025	100	1	10	50
4421	-1531971900	100	5	1	10
4423	-1531971025	100	5	5	5
4425	-1531970713	100	5	5	50
4427	-1531954290	100	5	10	10
4429	-1531952634	100	10	1	5
4431	-1531944837	100	10	1	50
4433	-1531941696	100	10	5	10
4435	-1531941603	100	10	10	5
4437	-1531940634	100	10	10	50
4439	-1531940478	100	15	1	10
4441	-1531938493	100	15	5	5
4443	-1531938400	100	15	5	50
4445	-1531936306	100	15	10	10
4447	-1531936165	100	20	1	5
4449	-1531935431	100	20	1	50
4451	-1531932259	100	20	5	10
4453	-1531932103	100	20	10	5
4455	-1531931993	100	20	10	50
4457	-1531929821	10	1	1	10
4459	-1531922399	10	1	5	5
4461	-1531922227	10	1	5	50
4463	-1531920306	10	1	10	10
4465	-1531915962	10	5	1	5
4467	-1531903133	10	5	1	50
4469	-1531901649	10	5	5	10
4471	-1531900524	10	5	10	5
4473	-1531900461	10	5	10	50
4475	-1531900274	10	10	1	10
4477	-1531891946	10	10	5	5
4479	-1531794538	10	10	5	50
4481	-1531793991	10	10	10	10
4483	-1531791038	10	15	1	5
4485	-1531790913	10	15	1	50
4487	-1531781522	10	15	5	10
4489	-1531779757	10	15	10	5
4491	-1531779632	10	15	10	50
4493	-1531773866	10	20	1	10
4495	-1531768866	10	20	5	5
4497	-1531759788	10	20	5	50
4499	-1531754491	10	20	10	10
4501	-1531749741	50	1	1	5
4503	-1531748678	50	1	1	50
4505	-1531745178	50	1	5	10
4507	-1531742944	50	1	10	5
4509	-1531741928	50	1	10	50
4511	-1531741756	50	5	1	10
4513	-1531739881	50	5	5	5
4515	-1531739834	50	5	5	50
4517	-1531738912	50	5	10	10
4519	-1531728584	50	10	1	5
4521	-1531721725	50	10	1	50
4523	-1531715662	50	10	5	10
4525	-1531713115	50	10	10	5
4527	-1531712037	50	10	10	50
4529	-1531709927	50	15	1	10
4531	-1531707193	50	15	5	5
4533	-1531705177	50	15	5	50
4535	-1531704302	50	15	10	10
4537	-1531704240	50	20	1	5
4539	-1531704177	50	20	1	50
4541	-1531704084	50	20	5	10
4543	-1531703927	50	20	10	5
4545	-1531703896	50	20	10	50
4547	-1531661442	100	1	1	10
4549	-1531658396	100	1	5	5
4551	-1531658286	100	1	5	50
4553	-1531654099	100	1	10	10
4555	-1531651302	100	5	1	5
4557	-1531650770	100	5	1	50
4559	-1531650474	100	5	5	10
4561	-1531647880	100	5	10	5
4563	-1531644458	100	5	10	50
4565	-1531639458	100	10	1	10
4567	-1531638958	100	10	5	5
4569	-1531625301	100	10	5	50
4571	-1531624692	100	10	10	10
4573	-1531621489	100	15	1	5
4575	-1531621254	100	15	1	50
4577	-1531619083	100	15	5	10
4579	-1531618895	100	15	10	5
4581	-1531614536	100	15	10	50
4583	-1531614426	100	20	1	10
4585	-1531611129	100	20	5	5
4587	-1531610629	100	20	5	50
4589	-1531608942	100	20	10	10
4591	-1531608786	10	1	1	5
4593	-1531606707	10	1	1	50
4595	-1531606614	10	1	5	10
4597	-1531606520	10	1	10	5
4599	-1531606333	10	1	10	50
4601	-1531583817	10	5	1	10
4603	-1531582082	10	5	5	5
4605	-1531579785	10	5	5	50
4607	-1531574973	10	5	10	10
4609	-1531573160	10	10	1	5
4611	-1531571863	10	10	1	50
4613	-1531563785	10	10	5	10
4615	-1531563723	10	10	10	5
4617	-1531563629	10	10	10	50
4619	-1531563582	10	15	1	10
4621	-1531563160	10	15	5	5
4623	-1531562566	10	15	5	50
4625	-1531558973	10	15	10	10
4627	-1531554426	10	20	1	5
4629	-1531552551	10	20	1	50
4631	-1531551129	10	20	5	10
4633	-1531551082	10	20	10	5
4635	-1531548832	10	20	10	50
4637	-1531548629	50	1	1	10
4639	-1531546972	50	1	5	5
4641	-1531546863	50	1	5	50
4643	-1531546816	50	1	10	10
4645	-1531544269	50	5	1	5
4647	-1531543019	50	5	1	50
4649	-1531537644	50	5	5	10
4651	-1531525894	50	5	10	5
4653	-1531523050	50	5	10	50
4655	-1531521441	50	10	1	10
4657	-1531510738	50	10	5	5
4659	-1531494472	50	10	5	50
4661	-1531493144	50	10	10	10
4663	-1531492081	50	15	1	5
4665	-1531490534	50	15	1	50
4667	-1531489956	50	15	5	10
4669	-1531489003	50	15	10	5
4671	-1531482534	50	15	10	50
4673	-1531480941	50	20	1	10
4675	-1531480831	50	20	5	5
4677	-1531479987	50	20	5	50
4679	-1531479862	50	20	10	10
4681	-1531478065	100	1	1	5
4683	-1531477972	100	1	1	50
4685	-1531477706	100	1	5	10
4687	-1531477644	100	1	10	5
4689	-1531477534	100	1	10	50
4691	-1531474394	100	5	1	10
4693	-1531472190	100	5	5	5
4695	-1531472097	100	5	5	50
4697	-1531471972	100	5	10	10
4699	-1531471503	100	10	1	5
4701	-1531471409	100	10	1	50
4703	-1531471284	100	10	5	10
4705	-1531470815	100	10	10	5
4707	-1531465065	100	10	10	50
4709	-1531465003	100	15	1	10
4711	-1531458753	100	15	5	5
4713	-1531456971	100	15	5	50
4715	-1531455034	100	15	10	10
4717	-1531454518	100	20	1	5
4719	-1531454440	100	20	1	50
4721	-1531453050	100	20	5	10
4723	-1531449362	100	20	10	5
4725	-1531445549	100	20	10	50
4727	-1531445503	10	1	1	10
4729	-1531443190	10	1	5	5
4731	-1531443128	10	1	5	50
4733	-1531440737	10	1	10	10
4735	-1531437893	10	5	1	5
4737	-1531436659	10	5	1	50
4739	-1531436409	10	5	5	10
4741	-1531434628	10	5	10	5
4743	-1531424940	10	5	10	50
4745	-1531423815	10	10	1	10
4747	-1531423674	10	10	5	5
4749	-1531421549	10	10	5	50
4751	-1531419721	10	10	10	10
4753	-1531417799	10	15	1	5
4755	-1531417737	10	15	1	50
4757	-1531416830	10	15	5	10
4759	-1531416502	10	15	10	5
4761	-1531416346	10	15	10	50
4763	-1531414830	10	20	1	10
4765	-1531414612	10	20	5	5
4767	-1531411362	10	20	5	50
4769	-1531411096	10	20	10	10
4771	-1531409924	50	1	1	5
4773	-1531409643	50	1	1	50
4775	-1531405768	50	1	5	10
4777	-1531405471	50	1	10	5
4779	-1531403252	50	1	10	50
4781	-1531403174	50	5	1	10
4783	-1531403143	50	5	5	5
4785	-1531398721	50	5	5	50
4787	-1531398596	50	5	10	10
4789	-1531394080	50	10	1	5
4791	-1531390049	50	10	1	50
4793	-1531389736	50	10	5	10
4795	-1531389643	50	10	10	5
4797	-1531388002	50	10	10	50
4799	-1531383236	50	15	1	10
4801	-1531379924	50	15	5	5
4803	-1531337174	50	15	5	50
4805	-1531336939	50	15	10	10
4807	-1531336877	50	20	1	5
4809	-1531336720	50	20	1	50
4811	-1531336595	50	20	5	10
4813	-1531336533	50	20	10	5
4815	-1531336392	50	20	10	50
4817	-1531331048	100	1	1	10
4819	-1531328548	100	1	5	5
4821	-1531328470	100	1	5	50
4823	-1531326923	100	1	10	10
4825	-1531326845	100	5	1	5
4827	-1531320267	100	5	1	50
4829	-1531318126	100	5	5	10
4831	-1531313455	100	5	10	5
4833	-1531306751	100	5	10	50
4835	-1531306705	100	10	1	10
4837	-1531305923	100	10	5	5
4839	-1531303939	100	10	5	50
4841	-1531303704	100	10	10	10
4843	-1531303658	100	15	1	5
4845	-1531300954	100	15	1	50
4847	-1531296595	100	15	5	10
4849	-1531289767	100	15	10	5
4851	-1531289720	100	15	10	50
4853	-1531289611	100	20	1	10
4855	-1531289454	100	20	5	5
4857	-1531287064	100	20	5	50
4859	-1531271517	100	20	10	10
4861	-1531266517	10	1	1	5
4863	-1531264704	10	1	1	50
4865	-1531264673	10	1	5	10
4867	-1531264345	10	1	10	5
4869	-1531261954	10	1	10	50
4871	-1531256642	10	5	1	10
4873	-1531253454	10	5	5	5
4875	-1531253267	10	5	5	50
4877	-1531249110	10	5	10	10
4879	-1531249032	10	10	1	5
4881	-1531245782	10	10	1	50
4883	-1531245735	10	10	5	10
4885	-1531245641	10	10	10	5
4887	-1531240860	10	10	10	50
4889	-1531240657	10	15	1	10
4891	-1531239282	10	15	5	5
4893	-1531238923	10	15	5	50
4895	-1531235110	10	15	10	10
4897	-1531234110	10	20	1	5
4899	-1531231220	10	20	1	50
4901	-1531227907	10	20	5	10
4903	-1531227688	10	20	10	5
4905	-1531227516	10	20	10	50
4907	-1531227438	50	1	1	10
4909	-1531224923	50	1	5	5
4911	-1531224844	50	1	5	50
4913	-1531224751	50	1	10	10
4915	-1531224704	50	5	1	5
4917	-1531222438	50	5	1	50
4919	-1531198001	50	5	5	10
4921	-1531197938	50	5	10	5
4923	-1531196391	50	5	10	50
4925	-1531196313	50	10	1	10
4927	-1531185438	50	10	5	5
4929	-1531180547	50	10	5	50
4931	-1531180375	50	10	10	10
4933	-1531176797	50	15	1	5
4935	-1531176110	50	15	1	50
4937	-1531174500	50	15	5	10
4939	-1531174422	50	15	10	5
4941	-1531174328	50	15	10	50
4943	-1531173578	50	20	1	10
4945	-1531173422	50	20	5	5
4947	-1531170766	50	20	5	50
4949	-1531168453	50	20	10	10
4951	-1531168391	100	1	1	5
4953	-1531166328	100	1	1	50
4955	-1531162860	100	1	5	10
4957	-1531158172	100	1	10	5
4959	-1531153735	100	1	10	50
4961	-1531153656	100	5	1	10
4963	-1531153563	100	5	5	5
4965	-1531153516	100	5	5	50
4967	-1531150422	100	5	10	10
4969	-1531149516	100	10	1	5
4971	-1531145906	100	10	1	50
4973	-1531144406	100	10	5	10
4975	-1531144328	100	10	10	5
4977	-1531111594	100	10	10	50
4979	-1531110687	100	15	1	10
4981	-1531110594	100	15	5	5
4983	-1531108640	100	15	5	50
4985	-1531106093	100	15	10	10
4987	-1531106015	100	20	1	5
4989	-1531103406	100	20	1	50
4991	-1531095281	100	20	5	10
4993	-1531094250	100	20	10	5
4995	-1531092578	100	20	10	50
4997	-1531092500	10	1	1	10
4999	-1531092218	10	1	5	5
5001	-1531087125	10	1	5	50
5003	-1531086906	10	1	10	10
5005	-1531084296	10	5	1	5
5007	-1531083859	10	5	1	50
5009	-1531065343	10	5	5	10
5011	-1531062078	10	5	10	5
5013	-1531060937	10	5	10	50
5015	-1531060781	10	10	1	10
5017	-1531059062	10	10	5	5
5019	-1531058968	10	10	5	50
5021	-1531058937	10	10	10	10
5023	-1531054812	10	15	1	5
5025	-1531046984	10	15	1	50
5027	-1531043312	10	15	5	10
5029	-1531028937	10	15	10	5
5031	-1531028890	10	15	10	50
5033	-1531027921	10	20	1	10
5035	-1531027312	10	20	5	5
5037	-1531027140	10	20	5	50
5039	-1531027046	10	20	10	10
5041	-1531026984	50	1	1	5
5043	-1531026890	50	1	1	50
5045	-1531025984	50	1	5	10
5047	-1531023812	50	1	10	5
5049	-1531023749	50	1	10	50
5051	-1531023687	50	5	1	10
5053	-1531023202	50	5	5	5
5055	-1531022718	50	5	5	50
5057	-1531022359	50	5	10	10
5059	-1530997718	50	10	1	5
5061	-1530997671	50	10	1	50
5063	-1530989296	50	10	5	10
5065	-1530987905	50	10	10	5
5067	-1530987843	50	10	10	50
5069	-1530987421	50	15	1	10
5071	-1530975780	50	15	5	5
5073	-1530975233	50	15	5	50
5075	-1530975061	50	15	10	10
5077	-1530972796	50	20	1	5
