run	randomSeed	numHumans	numZombies	numHunters	gestationPeriod
11523	-1503033556	50	1	1	50
11525	-1503033233	50	1	5	10
11527	-1503033036	50	1	10	5
11529	-1503025616	50	1	10	50
11531	-1503024562	50	5	1	10
11533	-1503024468	50	5	5	5
11535	-1503022314	50	5	5	50
11537	-1503016399	50	5	10	10
11539	-1503011223	50	10	1	5
11541	-1503010924	50	10	1	50
11543	-1503010803	50	10	5	10
11545	-1503010551	50	10	10	5
11547	-1502971042	50	10	10	50
11549	-1502970995	50	15	1	10
11551	-1502970698	50	15	5	5
11553	-1502970620	50	15	5	50
11555	-1502969182	50	15	10	10
11557	-1502967729	50	20	1	5
11559	-1502966979	50	20	1	50
11561	-1502960323	50	20	5	10
11563	-1502960229	50	20	10	5
11565	-1502960026	50	20	10	50
11567	-1502958026	100	1	1	10
11569	-1502956901	100	1	5	5
11571	-1502953510	100	1	5	50
11573	-1502953432	100	1	10	10
11575	-1502953026	100	5	1	5
11577	-1502952791	100	5	1	50
11579	-1502933452	100	5	5	10
11581	-1502930531	100	5	10	5
11583	-1502924412	100	5	10	50
11585	-1502922608	100	10	1	10
11587	-1502922537	100	10	5	5
11589	-1502921936	100	10	5	50
11591	-1502918697	100	10	10	10
11593	-1502918644	100	15	1	5
11595	-1502917077	100	15	1	50
11597	-1502915014	100	15	5	10
11599	-1502913418	100	15	10	5
11601	-1502913213	100	15	10	50
11603	-1502913070	100	20	1	10
11605	-1502908148	100	20	5	5
11607	-1502907658	100	20	5	50
11609	-1502906818	100	20	10	10
11611	-1502886222	10	1	1	5
11613	-1502885646	10	1	1	50
11615	-1502883729	10	1	5	10
11617	-1502810587	10	1	10	5
11619	-1502810455	10	1	10	50
11621	-1502810318	10	5	1	10
11623	-1502802058	10	5	5	5
11625	-1502801956	10	5	5	50
11627	-1502797753	10	5	10	10
11629	-1502795358	10	10	1	5
11631	-1502794052	10	10	1	50
11633	-1502793869	10	10	5	10
11635	-1502791104	10	10	10	5
11637	-1502788822	10	10	10	50
11639	-1502788721	10	15	1	10
11641	-1502705046	10	15	5	5
11643	-1502704944	10	15	5	50
11645	-1502704153	10	15	10	10
11647	-1502700946	10	20	1	5
11649	-1502681462	10	20	1	50
11651	-1502681288	10	20	5	10
11653	-1502677507	10	20	10	5
11655	-1502666483	10	20	10	50
11657	-1502666363	50	1	1	10
11659	-1502664517	50	1	5	5
11661	-1502664395	50	1	5	50
11663	-1502663091	50	1	10	10
11665	-1502662420	50	5	1	5
11667	-1502662115	50	5	1	50
11669	-1502658250	50	5	5	10
11671	-1502647655	50	5	10	5
11673	-1502626676	50	5	10	50
11675	-1502623233	50	10	1	10
11677	-1502617951	50	10	5	5
11679	-1502614605	50	10	5	50
11681	-1502614310	50	10	10	10
11683	-1502612510	50	15	1	5
11685	-1502610271	50	15	1	50
11687	-1502608348	50	15	5	10
11689	-1502608228	50	15	10	5
11691	-1502607922	50	15	10	50
11693	-1502548025	50	20	1	10
11695	-1502546590	50	20	5	5
11697	-1502538382	50	20	5	50
11699	-1502535920	50	20	10	10
11701	-1502535197	100	1	1	5
11703	-1502534109	100	1	1	50
11705	-1502526302	100	1	5	10
11707	-1502526264	100	1	10	5
11709	-1502525292	100	1	10	50
11711	-1502525180	100	5	1	10
11713	-1502523381	100	5	5	5
11715	-1502523014	100	5	5	50
11717	-1502522780	100	5	10	10
11719	-1502522199	100	10	1	5
11721	-1502521314	100	10	1	50
11723	-1502520795	100	10	5	10
11725	-1502519890	100	10	10	5
11727	-1502519829	100	10	10	50
11729	-1502518250	100	15	1	10
11731	-1502510128	100	15	5	5
11733	-1502508574	100	15	5	50
11735	-1502505317	100	15	10	10
11737	-1502503883	100	20	1	5
11739	-1502503740	100	20	1	50
11741	-1502501761	100	20	5	10
11743	-1502496782	100	20	10	5
11745	-1502495030	100	20	10	50
11747	-1502494387	10	1	1	10
11749	-1502494155	10	1	5	5
11751	-1502493233	10	1	5	50
11753	-1502444135	10	1	10	10
11755	-1502440524	10	5	1	5
11757	-1502439223	10	5	1	50
11759	-1502439088	10	5	5	10
11761	-1502433574	10	5	10	5
11763	-1502432395	10	5	10	50
11765	-1502431925	10	10	1	10
11767	-1502426989	10	10	5	5
11769	-1502420130	10	10	5	50
11771	-1502396422	10	10	10	10
11773	-1502396147	10	15	1	5
11775	-1502391410	10	15	1	50
11777	-1502391327	10	15	5	10
11779	-1502391092	10	15	10	5
11781	-1502387563	10	15	10	50
11783	-1502386692	10	20	1	10
11785	-1502384025	10	20	5	5
11787	-1502306866	10	20	5	50
11789	-1502306774	10	20	10	10
11791	-1502302279	50	1	1	5
11793	-1502302055	50	1	1	50
11795	-1502300847	50	1	5	10
11797	-1502300639	50	1	10	5
11799	-1502249453	50	1	10	50
11801	-1502249095	50	5	1	10
11803	-1502248811	50	5	5	5
11805	-1502248758	50	5	5	50
11807	-1502248576	50	5	10	10
11809	-1502248494	50	10	1	5
11811	-1502248058	50	10	1	50
11813	-1502231095	50	10	5	10
11815	-1502228909	50	10	10	5
11817	-1502228363	50	10	10	50
11819	-1502225615	50	15	1	10
11821	-1502224739	50	15	5	5
11823	-1502224676	50	15	5	50
11825	-1502224099	50	15	10	10
11827	-1502219341	50	20	1	5
11829	-1502216482	50	20	1	50
11831	-1502211096	50	20	5	10
11833	-1502210949	50	20	10	5
11835	-1502205758	50	20	10	50
11837	-1502205166	100	1	1	10
11839	-1502205050	100	1	5	5
11841	-1502146791	100	1	5	50
11843	-1502144975	100	1	10	10
11845	-1502144843	100	5	1	5
11847	-1502144693	100	5	1	50
11849	-1502142251	100	5	5	10
11851	-1502079566	100	5	10	5
11853	-1502075020	100	5	10	50
11855	-1502074541	100	10	1	10
11857	-1502070478	100	10	5	5
11859	-1502070376	100	10	5	50
11861	-1502070285	100	10	10	10
11863	-1502070061	100	15	1	5
11865	-1502065138	100	15	1	50
11867	-1502065039	100	15	5	10
11869	-1502052196	100	15	10	5
11871	-1502048746	100	15	10	50
11873	-1502048500	100	20	1	10
11875	-1502048172	100	20	5	5
11877	-1502043110	100	20	5	50
11879	-1502039123	100	20	10	10
11881	-1502039021	10	1	1	5
11883	-1502037635	10	1	1	50
11885	-1502037245	10	1	5	10
11887	-1502034611	10	1	10	5
11889	-1502033623	10	1	10	50
11891	-1502031617	10	5	1	10
11893	-1502029539	10	5	5	5
11895	-1502029425	10	5	5	50
11897	-1502029108	10	5	10	10
11899	-1502025565	10	10	1	5
11901	-1502024451	10	10	1	50
11903	-1502020634	10	10	5	10
11905	-1502005097	10	10	10	5
11907	-1501970328	10	10	10	50
11909	-1501965075	10	15	1	10
11911	-1501964972	10	15	5	5
11913	-1501963332	10	15	5	50
11915	-1501960734	10	15	10	10
11917	-1501959945	10	20	1	5
11919	-1501959298	10	20	1	50
11921	-1501958263	10	20	5	10
11923	-1501951207	10	20	10	5
11925	-1501950406	10	20	10	50
11927	-1501941135	50	1	1	10
11929	-1501936288	50	1	5	5
11931	-1501936164	50	1	5	50
11933	-1501933417	50	1	10	10
11935	-1501931042	50	5	1	5
11937	-1501930963	50	5	1	50
11939	-1501930863	50	5	5	10
11941	-1501918288	50	5	10	5
11943	-1501918197	50	5	10	50
11945	-1501918096	50	10	1	10
11947	-1501917913	50	10	5	5
11949	-1501905844	50	10	5	50
11951	-1501905123	50	10	10	10
11953	-1501904911	50	15	1	5
11955	-1501904588	50	15	1	50
11957	-1501904475	50	15	5	10
11959	-1501900743	50	15	10	5
11961	-1501900658	50	15	10	50
11963	-1501868007	50	20	1	10
11965	-1501861623	50	20	5	5
11967	-1501856667	50	20	5	50
11969	-1501856158	50	20	10	10
11971	-1501809816	100	1	1	5
11973	-1501744603	100	1	1	50
11975	-1501744493	100	1	5	10
11977	-1501733851	100	1	10	5
11979	-1501733667	100	1	10	50
11981	-1501733574	100	5	1	10
11983	-1501728999	100	5	5	5
11985	-1501728633	100	5	5	50
11987	-1501726262	100	5	10	10
11989	-1501724907	100	10	1	5
11991	-1501723599	100	10	1	50
11993	-1501720543	100	10	5	10
11995	-1501716828	100	10	10	5
11997	-1501716279	100	10	10	50
11999	-1501715646	100	15	1	10
12001	-1501710174	100	15	5	5
12003	-1501693223	100	15	5	50
12005	-1501687658	100	15	10	10
12007	-1501687026	100	20	1	5
12009	-1501686324	100	20	1	50
12011	-1501675550	100	20	5	10
12013	-1501624109	100	20	10	5
12015	-1501620423	100	20	10	50
12017	-1501616574	10	1	1	10
12019	-1501616520	10	1	5	5
12021	-1501613326	10	1	5	50
12023	-1501609244	10	1	10	10
12025	-1501609100	10	5	1	5
12027	-1501606595	10	5	1	50
12029	-1501603646	10	5	5	10
12031	-1501603561	10	5	10	5
12033	-1501600173	10	5	10	50
12035	-1501600041	10	10	1	10
12037	-1501598288	10	10	5	5
12039	-1501598156	10	10	5	50
12041	-1501593004	10	10	10	10
12043	-1501592273	10	15	1	5
12045	-1501592234	10	15	1	50
12047	-1501590226	10	15	5	10
12049	-1501590027	10	15	10	5
12051	-1501589349	10	15	10	50
12053	-1501589186	10	20	1	10
12055	-1501587620	10	20	5	5
12057	-1501587269	10	20	5	50
12059	-1501586854	10	20	10	10
12061	-1501586631	50	1	1	5
12063	-1501584674	50	1	1	50
12065	-1501583862	50	1	5	10
12067	-1501583793	50	1	10	5
12069	-1501579749	50	1	10	50
12071	-1501578577	50	5	1	10
12073	-1501577860	50	5	5	5
12075	-1501575209	50	5	5	50
12077	-1501574995	50	5	10	10
12079	-1501574951	50	10	1	5
12081	-1501574867	50	10	1	50
12083	-1501573924	50	10	5	10
12085	-1501570679	50	10	10	5
12087	-1501570577	50	10	10	50
12089	-1501565673	50	15	1	10
12091	-1501565561	50	15	5	5
12093	-1501565430	50	15	5	50
12095	-1501560289	50	15	10	10
12097	-1501560199	50	20	1	5
12099	-1501558747	50	20	1	50
12101	-1501555894	50	20	5	10
12103	-1501555632	50	20	10	5
12105	-1501550297	50	20	10	50
12107	-1501547906	100	1	1	10
12109	-1501547821	100	1	5	5
12111	-1501547104	100	1	5	50
12113	-1501542034	100	1	10	10
12115	-1501538246	100	5	1	5
12117	-1501537949	100	5	1	50
12119	-1501537868	100	5	5	10
12121	-1501536497	100	5	10	5
12123	-1501531683	100	5	10	50
12125	-1501529437	100	10	1	10
12127	-1501529409	100	10	5	5
12129	-1501525676	100	10	5	50
12131	-1501525401	100	10	10	10
12133	-1501517007	100	15	1	5
12135	-1501514069	100	15	1	50
12137	-1501507482	100	15	5	10
12139	-1501507197	100	15	10	5
12141	-1501501261	100	15	10	50
12143	-1501500791	100	20	1	10
12145	-1501500521	100	20	5	5
12147	-1501495142	100	20	5	50
12149	-1501493374	100	20	10	10
12151	-1501485468	10	1	1	5
12153	-1501480972	10	1	1	50
12155	-1501480879	10	1	5	10
12157	-1501480848	10	1	10	5
12159	-1501480759	10	1	10	50
12161	-1501473043	10	5	1	10
12163	-1501472791	10	5	5	5
12165	-1501470793	10	5	5	50
12167	-1501470740	10	5	10	10
12169	-1501469802	10	10	1	5
12171	-1501462138	10	10	1	50
12173	-1501456952	10	10	5	10
12175	-1501455532	10	10	10	5
12177	-1501452093	10	10	10	50
12179	-1501451980	10	15	1	10
12181	-1501451667	10	15	5	5
12183	-1501451624	10	15	5	50
12185	-1501451513	10	15	10	10
12187	-1501451067	10	20	1	5
12189	-1501450925	10	20	1	50
12191	-1501450843	10	20	5	10
12193	-1501448290	10	20	10	5
12195	-1501448188	10	20	10	50
12197	-1501445001	50	1	1	10
12199	-1501444932	50	1	5	5
12201	-1501424280	50	1	5	50
12203	-1501414634	50	1	10	10
12205	-1501414523	50	5	1	5
12207	-1501413986	50	5	1	50
12209	-1501407132	50	5	5	10
12211	-1501403379	50	5	10	5
12213	-1501399519	50	5	10	50
12215	-1501397671	50	10	1	10
12217	-1501397441	50	10	5	5
12219	-1501397309	50	10	5	50
12221	-1501395076	50	10	10	10
12223	-1501394488	50	15	1	5
12225	-1501392167	50	15	1	50
12227	-1501391105	50	15	5	10
12229	-1501389643	50	15	10	5
12231	-1501387455	50	15	10	50
12233	-1501387361	50	20	1	10
12235	-1501380368	50	20	5	5
12237	-1501377787	50	20	5	50
12239	-1501367559	50	20	10	10
12241	-1501363212	100	1	1	5
12243	-1501355367	100	1	1	50
12245	-1501354352	100	1	5	10
12247	-1501349714	100	1	10	5
12249	-1501348580	100	1	10	50
12251	-1501348445	100	5	1	10
12253	-1501332888	100	5	5	5
12255	-1501328874	100	5	5	50
12257	-1501308202	100	5	10	10
12259	-1501307056	100	10	1	5
12261	-1501303166	100	10	1	50
12263	-1501300758	100	10	5	10
12265	-1501297674	100	10	10	5
12267	-1501294002	100	10	10	50
12269	-1501288347	100	15	1	10
12271	-1501278995	100	15	5	5
12273	-1501275192	100	15	5	50
12275	-1501275133	100	15	10	10
12277	-1501274868	100	20	1	5
12279	-1501274795	100	20	1	50
12281	-1501271559	100	20	5	10
12283	-1501271305	100	20	10	5
12285	-1501265141	100	20	10	50
12287	-1501264023	10	1	1	10
12289	-1501263990	10	1	5	5
12291	-1501260091	10	1	5	50
12293	-1501254859	10	1	10	10
12295	-1501253962	10	5	1	5
12297	-1501213951	10	5	1	50
12299	-1501211682	10	5	5	10
12301	-1501211566	10	5	10	5
12303	-1501207950	10	5	10	50
12305	-1501207190	10	10	1	10
12307	-1501206003	10	10	5	5
12309	-1501205871	10	10	5	50
12311	-1501205749	10	10	10	10
12313	-1501205638	10	15	1	5
12315	-1501203745	10	15	1	50
12317	-1501194584	10	15	5	10
12319	-1501193725	10	15	10	5
12321	-1501193641	10	15	10	50
12323	-1501190087	10	20	1	10
12325	-1501188713	10	20	5	5
12327	-1501188430	10	20	5	50
12329	-1501187955	10	20	10	10
12331	-1501184526	50	1	1	5
12333	-1501176634	50	1	1	50
12335	-1501175916	50	1	5	10
12337	-1501172512	50	1	10	5
12339	-1501172329	50	1	10	50
12341	-1501172035	50	5	1	10
12343	-1501165517	50	5	5	5
12345	-1501165367	50	5	5	50
12347	-1501132017	50	5	10	10
12349	-1501117759	50	10	1	5
12351	-1501116740	50	10	1	50
12353	-1501114076	50	10	5	10
12355	-1501111300	50	10	10	5
12357	-1501107382	50	10	10	50
12359	-1501103349	50	15	1	10
12361	-1501096575	50	15	5	5
12363	-1501096420	50	15	5	50
12365	-1501094209	50	15	10	10
12367	-1501092388	50	20	1	5
12369	-1501089820	50	20	1	50
12371	-1501089667	50	20	5	10
12373	-1501088186	50	20	10	5
12375	-1501087499	50	20	10	50
12377	-1501086167	100	1	1	10
12379	-1501085025	100	1	5	5
12381	-1501084756	100	1	5	50
12383	-1501084076	100	1	10	10
12385	-1501081771	100	5	1	5
12387	-1501081454	100	5	1	50
12389	-1501081077	100	5	5	10
12391	-1501078743	100	5	10	5
12393	-1501078621	100	5	10	50
12395	-1501075957	100	10	1	10
12397	-1501075769	100	10	5	5
12399	-1501067401	100	10	5	50
12401	-1501065900	100	10	10	10
12403	-1501065800	100	15	1	5
12405	-1501063540	100	15	1	50
12407	-1501049576	100	15	5	10
12409	-1501047016	100	15	10	5
12411	-1501042214	100	15	10	50
12413	-1501041815	100	20	1	10
12415	-1501040706	100	20	5	5
12417	-1501039835	100	20	5	50
12419	-1501039124	100	20	10	10
12421	-1501032496	10	1	1	5
12423	-1501032311	10	1	1	50
12425	-1501031358	10	1	5	10
12427	-1501031098	10	1	10	5
12429	-1501031022	10	1	10	50
12431	-1501027024	10	5	1	10
12433	-1501026940	10	5	5	5
12435	-1501026220	10	5	5	50
12437	-1501026128	10	5	10	10
12439	-1501021412	10	10	1	5
12441	-1501021037	10	10	1	50
12443	-1501018623	10	10	5	10
12445	-1501018366	10	10	10	5
12447	-1501018277	10	10	10	50
12449	-1501015254	10	15	1	10
12451	-1501014580	10	15	5	5
12453	-1501013771	10	15	5	50
12455	-1501013670	10	15	10	10
12457	-1501013375	10	20	1	5
12459	-1501008778	10	20	1	50
12461	-1501004599	10	20	5	10
12463	-1501003099	10	20	10	5
12465	-1501000466	10	20	10	50
12467	-1500999462	50	1	1	10
12469	-1500997926	50	1	5	5
12471	-1500996718	50	1	5	50
12473	-1500996415	50	1	10	10
12475	-1500995978	50	5	1	5
12477	-1500995854	50	5	1	50
12479	-1500988103	50	5	5	10
12481	-1500982088	50	5	10	5
12483	-1500980274	50	5	10	50
12485	-1500979499	50	10	1	10
12487	-1500976160	50	10	5	5
12489	-1500974659	50	10	5	50
12491	-1500974077	50	10	10	10
12493	-1500972674	50	15	1	5
12495	-1500972555	50	15	1	50
12497	-1500943117	50	15	5	10
12499	-1500943035	50	15	10	5
12501	-1500942413	50	15	10	50
12503	-1500938425	50	20	1	10
12505	-1500938330	50	20	5	5
12507	-1500934923	50	20	5	50
12509	-1500924719	50	20	10	10
12511	-1500922611	100	1	1	5
12513	-1500919754	100	1	1	50
12515	-1500919685	100	1	5	10
12517	-1500919437	100	1	10	5
12519	-1500914485	100	1	10	50
12521	-1500908706	100	5	1	10
12523	-1500908310	100	5	5	5
12525	-1500908073	100	5	5	50
12527	-1500906541	100	5	10	10
12529	-1500903000	100	10	1	5
12531	-1500895029	100	10	1	50
12533	-1500894165	100	10	5	10
12535	-1500861854	100	10	10	5
12537	-1500853807	100	10	10	50
12539	-1500853660	100	15	1	10
12541	-1500852925	100	15	5	5
12543	-1500852813	100	15	5	50
12545	-1500848680	100	15	10	10
12547	-1500844518	100	20	1	5
12549	-1500844371	100	20	1	50
12551	-1500835905	100	20	5	10
12553	-1500833380	100	20	10	5
12555	-1500833286	100	20	10	50
12557	-1500831135	10	1	1	10
12559	-1500828926	10	1	5	5
12561	-1500827708	10	1	5	50
12563	-1500823598	10	1	10	10
12565	-1500819217	10	5	1	5
12567	-1500818881	10	5	1	50
12569	-1500818607	10	5	5	10
12571	-1500813333	10	5	10	5
12573	-1500809606	10	5	10	50
12575	-1500809426	10	10	1	10
12577	-1500804102	10	10	5	5
12579	-1500801523	10	10	5	50
12581	-1500798836	10	10	10	10
12583	-1500798765	10	15	1	5
12585	-1500798702	10	15	1	50
12587	-1500797907	10	15	5	10
12589	-1500797822	10	15	10	5
12591	-1500797781	10	15	10	50
12593	-1500796746	10	20	1	10
12595	-1500796276	10	20	5	5
12597	-1500790386	10	20	5	50
12599	-1500790347	10	20	10	10
12601	-1500790025	50	1	1	5
12603	-1500789856	50	1	1	50
12605	-1500789229	50	1	5	10
12607	-1500784791	50	1	10	5
12609	-1500784649	50	1	10	50
12611	-1500784177	50	5	1	10
12613	-1500784096	50	5	5	5
12615	-1500783905	50	5	5	50
12617	-1500783811	50	5	10	10
12619	-1500783659	50	10	1	5
12621	-1500783579	50	10	1	50
12623	-1500783383	50	10	5	10
12625	-1500779734	50	10	10	5
12627	-1500779496	50	10	10	50
12629	-1500773128	50	15	1	10
12631	-1500773036	50	15	5	5
12633	-1500770969	50	15	5	50
12635	-1500770879	50	15	10	10
12637	-1500770747	50	20	1	5
12639	-1500770678	50	20	1	50
12641	-1500768461	50	20	5	10
12643	-1500768423	50	20	10	5
12645	-1500766954	50	20	10	50
12647	-1500766779	100	1	1	10
12649	-1500766355	100	1	5	5
12651	-1500717841	100	1	5	50
12653	-1500714428	100	1	10	10
12655	-1500710285	100	5	1	5
12657	-1500710153	100	5	1	50
12659	-1500710041	100	5	5	10
12661	-1500704220	100	5	10	5
12663	-1500704082	100	5	10	50
12665	-1500598443	100	10	1	10
12667	-1500598351	100	10	5	5
12669	-1500597315	100	10	5	50
12671	-1500595788	100	10	10	10
12673	-1500593018	100	15	1	5
12675	-1500585761	100	15	1	50
12677	-1500583401	100	15	5	10
12679	-1500579922	100	15	10	5
12681	-1500579806	100	15	10	50
12683	-1500576612	100	20	1	10
12685	-1500573156	100	20	5	5
12687	-1500571999	100	20	5	50
12689	-1500571899	100	20	10	10
12691	-1500571821	10	1	1	5
12693	-1500567207	10	1	1	50
12695	-1500567153	10	1	5	10
12697	-1500563428	10	1	10	5
12699	-1500561875	10	1	10	50
12701	-1500557326	10	5	1	10
12703	-1500555358	10	5	5	5
12705	-1500551336	10	5	5	50
12707	-1500548002	10	5	10	10
12709	-1500542072	10	10	1	5
12711	-1500541972	10	10	1	50
12713	-1500537761	10	10	5	10
12715	-1500537576	10	10	10	5
12717	-1500537175	10	10	10	50
12719	-1500536996	10	15	1	10
12721	-1500534132	10	15	5	5
12723	-1500526480	10	15	5	50
12725	-1500523588	10	15	10	10
12727	-1500521952	10	20	1	5
12729	-1500521852	10	20	1	50
12731	-1500518766	10	20	5	10
12733	-1500517519	10	20	10	5
12735	-1500517059	10	20	10	50
12737	-1500513897	50	1	1	10
12739	-1500500914	50	1	5	5
12741	-1500500884	50	1	5	50
12743	-1500500772	50	1	10	10
12745	-1500500607	50	5	1	5
12747	-1500497731	50	5	1	50
12749	-1500497619	50	5	5	10
12751	-1500497556	50	5	10	5
12753	-1500495657	50	5	10	50
12755	-1500492560	50	10	1	10
12757	-1500490023	50	10	5	5
12759	-1500488776	50	10	5	50
12761	-1500488724	50	10	10	10
12763	-1500486011	50	15	1	5
12765	-1500482674	50	15	1	50
12767	-1500480347	50	15	5	10
12769	-1500480027	50	15	10	5
12771	-1500477971	50	15	10	50
12773	-1500477097	50	20	1	10
12775	-1500473975	50	20	5	5
12777	-1500472762	50	20	5	50
12779	-1500469024	50	20	10	10
12781	-1500465923	100	1	1	5
12783	-1500465708	100	1	1	50
12785	-1500462233	100	1	5	10
12787	-1500462149	100	1	10	5
12789	-1500458657	100	1	10	50
12791	-1500456282	100	5	1	10
12793	-1500456141	100	5	5	5
12795	-1500455199	100	5	5	50
12797	-1500455033	100	5	10	10
12799	-1500454467	100	10	1	5
12801	-1500454334	100	10	1	50
12803	-1500454221	100	10	5	10
12805	-1500453876	100	10	10	5
12807	-1500452716	100	10	10	50
12809	-1500450810	100	15	1	10
12811	-1500450451	100	15	5	5
12813	-1500450369	100	15	5	50
12815	-1500449968	100	15	10	10
12817	-1500413294	100	20	1	5
12819	-1500413151	100	20	1	50
12821	-1500411067	100	20	5	10
12823	-1500410310	100	20	10	5
12825	-1500407137	100	20	10	50
12827	-1500406201	10	1	1	10
12829	-1500405991	10	1	5	5
12831	-1500398746	10	1	5	50
12833	-1500393824	10	1	10	10
12835	-1500391325	10	5	1	5
12837	-1500372037	10	5	1	50
12839	-1500368809	10	5	5	10
12841	-1500368436	10	5	10	5
12843	-1500357171	10	5	10	50
12845	-1500356700	10	10	1	10
12847	-1500346334	10	10	5	5
12849	-1500346249	10	10	5	50
12851	-1500346080	10	10	10	10
12853	-1500345606	10	15	1	5
12855	-1500339488	10	15	1	50
12857	-1500335301	10	15	5	10
12859	-1500334955	10	15	10	5
12861	-1500334853	10	15	10	50
12863	-1500334702	10	20	1	10
12865	-1500334578	10	20	5	5
12867	-1500334142	10	20	5	50
12869	-1500329087	10	20	10	10
12871	-1500328937	50	1	1	5
12873	-1500325511	50	1	1	50
12875	-1500312724	50	1	5	10
12877	-1500309452	50	1	10	5
12879	-1500309424	50	1	10	50
12881	-1500308737	50	5	1	10
12883	-1500305598	50	5	5	5
12885	-1500305516	50	5	5	50
12887	-1500305340	50	5	10	10
12889	-1500303259	50	10	1	5
12891	-1500302471	50	10	1	50
12893	-1500299939	50	10	5	10
12895	-1500298946	50	10	10	5
12897	-1500298846	50	10	10	50
12899	-1500298791	50	15	1	10
12901	-1500270161	50	15	5	5
12903	-1500268953	50	15	5	50
12905	-1500268403	50	15	10	10
12907	-1500265865	50	20	1	5
12909	-1500265032	50	20	1	50
12911	-1500264960	50	20	5	10
12913	-1500262527	50	20	10	5
12915	-1500262488	50	20	10	50
12917	-1500257678	100	1	1	10
12919	-1500256525	100	1	5	5
12921	-1500254117	100	1	5	50
12923	-1500254054	100	1	10	10
12925	-1500250138	100	5	1	5
12927	-1500250025	100	5	1	50
12929	-1500249925	100	5	5	10
12931	-1500247908	100	5	10	5
12933	-1500245994	100	5	10	50
12935	-1500243170	100	10	1	10
12937	-1500243119	100	10	5	5
12939	-1500240987	100	10	5	50
12941	-1500240905	100	10	10	10
12943	-1500238489	100	15	1	5
12945	-1500238172	100	15	1	50
12947	-1500237739	100	15	5	10
12949	-1500234214	100	15	10	5
12951	-1500231136	100	15	10	50
12953	-1500230447	100	20	1	10
12955	-1500230336	100	20	5	5
12957	-1500227593	100	20	5	50
12959	-1500225283	100	20	10	10
12961	-1500224845	10	1	1	5
12963	-1500224475	10	1	1	50
12965	-1500224312	10	1	5	10
12967	-1500223873	10	1	10	5
12969	-1500223372	10	1	10	50
12971	-1500209399	10	5	1	10
12973	-1500206888	10	5	5	5
12975	-1500205491	10	5	5	50
12977	-1500205286	10	5	10	10
12979	-1500201598	10	10	1	5
12981	-1500196543	10	10	1	50
12983	-1500194142	10	10	5	10
12985	-1500193379	10	10	10	5
12987	-1500193085	10	10	10	50
12989	-1500192984	10	15	1	10
12991	-1500189510	10	15	5	5
12993	-1500185628	10	15	5	50
12995	-1500185054	10	15	10	10
12997	-1500184305	10	20	1	5
12999	-1500182933	10	20	1	50
13001	-1500182861	10	20	5	10
13003	-1500182235	10	20	10	5
13005	-1500154536	10	20	10	50
13007	-1500139238	50	1	1	10
13009	-1500139156	50	1	5	5
13011	-1500138798	50	1	5	50
13013	-1500138246	50	1	10	10
13015	-1500138083	50	5	1	5
13017	-1500134739	50	5	1	50
13019	-1500133139	50	5	5	10
13021	-1500132510	50	5	10	5
13023	-1500130882	50	5	10	50
13025	-1500130820	50	10	1	10
13027	-1500128403	50	10	5	5
13029	-1500126083	50	10	5	50
13031	-1500120701	50	10	10	10
13033	-1500119780	50	15	1	5
13035	-1500114203	50	15	1	50
13037	-1500106440	50	15	5	10
13039	-1500104983	50	15	10	5
13041	-1500104466	50	15	10	50
13043	-1500102527	50	20	1	10
13045	-1500102435	50	20	5	5
13047	-1500102334	50	20	5	50
13049	-1500102195	50	20	10	10
13051	-1500099288	100	1	1	5
13053	-1500096405	100	1	1	50
13055	-1500082574	100	1	5	10
13057	-1500081949	100	1	10	5
13059	-1500080522	100	1	10	50
13061	-1500079450	100	5	1	10
13063	-1500073937	100	5	5	5
13065	-1500068323	100	5	5	50
13067	-1500068157	100	5	10	10
13069	-1500068038	100	10	1	5
13071	-1500058918	100	10	1	50
13073	-1500058851	100	10	5	10
13075	-1500057924	100	10	10	5
13077	-1500057810	100	10	10	50
13079	-1500057410	100	15	1	10
13081	-1500055084	100	15	5	5
13083	-1500054948	100	15	5	50
13085	-1500048925	100	15	10	10
13087	-1500048855	100	20	1	5
13089	-1500044715	100	20	1	50
13091	-1500044601	100	20	5	10
13093	-1500043076	100	20	10	5
13095	-1500040706	100	20	10	50
13097	-1500040318	10	1	1	10
13099	-1500038741	10	1	5	5
13101	-1500038619	10	1	5	50
13103	-1500038545	10	1	10	10
13105	-1500033588	10	5	1	5
13107	-1500031416	10	5	1	50
13109	-1500028854	10	5	5	10
13111	-1500028832	10	5	10	5
13113	-1500028513	10	5	10	50
13115	-1500025310	10	10	1	10
13117	-1500022887	10	10	5	5
13119	-1500022818	10	10	5	50
13121	-1500011682	10	10	10	10
13123	-1500011335	10	15	1	5
13125	-1500006924	10	15	1	50
13127	-1499977255	10	15	5	10
13129	-1499976950	10	15	10	5
13131	-1499976269	10	15	10	50
13133	-1499973208	10	20	1	10
13135	-1499971086	10	20	5	5
13137	-1499970831	10	20	5	50
13139	-1499969410	10	20	10	10
13141	-1499969279	50	1	1	5
13143	-1499964158	50	1	1	50
13145	-1499961845	50	1	5	10
13147	-1499961795	50	1	10	5
13149	-1499959272	50	1	10	50
13151	-1499958964	50	5	1	10
13153	-1499957150	50	5	5	5
13155	-1499957048	50	5	5	50
13157	-1499956864	50	5	10	10
13159	-1499952684	50	10	1	5
13161	-1499950087	50	10	1	50
13163	-1499948269	50	10	5	10
