"run","tick","HumanitySaved"
6413,283.0,"true"
6415,2302.0,"false"
6417,1618.0,"true"
6419,340.0,"true"
6421,1231.0,"true"
6423,90.0,"true"
6425,1816.0,"true"
6427,199.0,"true"
6429,304.0,"true"
6431,1949.0,"false"
6433,99.0,"true"
6435,3331.0,"false"
6437,1929.0,"true"
6439,271.0,"true"
6441,537.0,"true"
6443,3213.0,"false"
6445,2087.0,"false"
6447,161.0,"true"
6449,1740.0,"false"
6451,231.0,"true"
6453,1197.0,"true"
6455,1076.0,"true"
6457,1973.0,"false"
6459,222.0,"true"
6461,1557.0,"false"
6463,1500.0,"false"
6465,828.0,"true"
6467,600.0,"true"
6469,1300.0,"true"
6471,1614.0,"false"
6473,837.0,"true"
6475,132.0,"true"
6477,1669.0,"false"
6479,60.0,"true"
6481,1252.0,"true"
6483,174.0,"true"
6485,1124.0,"true"
6487,133.0,"true"
6489,137.0,"true"
6491,1567.0,"true"
6493,225.0,"true"
6495,231.0,"true"
6497,1145.0,"true"
6499,229.0,"true"
6501,2163.0,"false"
6503,632.0,"true"
6505,232.0,"true"
6507,81.0,"true"
6509,2087.0,"true"
6511,120.0,"true"
6513,152.0,"true"
6515,205.0,"true"
6517,1802.0,"false"
6519,985.0,"true"
6521,1960.0,"false"
6523,206.0,"true"
6525,603.0,"true"
6527,509.0,"true"
6529,1222.0,"true"
6531,184.0,"true"
6533,510.0,"true"
6535,1508.0,"true"
6537,1882.0,"false"
6539,2278.0,"false"
6541,2501.0,"false"
6543,198.0,"true"
6545,1936.0,"false"
6547,983.0,"true"
6549,164.0,"true"
6551,1750.0,"false"
6553,153.0,"true"
6555,1650.0,"false"
6557,125.0,"true"
6559,2477.0,"false"
6561,484.0,"true"
6563,784.0,"true"
6565,1935.0,"false"
6567,734.0,"true"
6569,277.0,"true"
6571,1911.0,"true"
6573,1940.0,"false"
6575,1270.0,"true"
6577,1550.0,"true"
6579,169.0,"true"
6581,1712.0,"false"
6583,84.0,"true"
6585,193.0,"true"
6587,490.0,"true"
6589,121.0,"true"
6591,1770.0,"true"
6593,1416.0,"true"
6595,1360.0,"true"
6597,3431.0,"false"
6599,3792.0,"false"
6601,165.0,"true"
6603,1905.0,"true"
6605,212.0,"true"
6607,1040.0,"true"
6609,2316.0,"false"
6611,109.0,"true"
6613,1992.0,"false"
6615,1735.0,"false"
6617,1531.0,"false"
6619,181.0,"true"
6621,2457.0,"false"
6623,2709.0,"false"
6625,286.0,"true"
6627,2805.0,"false"
6629,2061.0,"false"
6631,122.0,"true"
6633,2001.0,"false"
6635,905.0,"true"
6637,114.0,"true"
6639,1320.0,"true"
6641,232.0,"true"
6643,1936.0,"false"
6645,793.0,"true"
6647,1768.0,"false"
6649,2201.0,"true"
6651,1778.0,"true"
6653,921.0,"true"
6655,2337.0,"true"
6657,217.0,"true"
6659,1668.0,"true"
6661,161.0,"true"
6663,1028.0,"true"
6665,1094.0,"true"
6667,1910.0,"false"
6669,899.0,"true"
6671,199.0,"true"
6673,1597.0,"true"
6675,1041.0,"true"
6677,914.0,"true"
6679,2797.0,"false"
6681,2145.0,"false"
6683,1689.0,"false"
6685,2068.0,"false"
6687,520.0,"true"
6689,1644.0,"false"
6691,1121.0,"true"
6693,2053.0,"true"
6695,1891.0,"false"
6697,3061.0,"false"
6699,1618.0,"false"
6701,423.0,"true"
6703,1463.0,"true"
6705,3205.0,"false"
6707,95.0,"true"
6709,473.0,"true"
6711,373.0,"true"
6713,1920.0,"false"
6715,1278.0,"true"
6717,132.0,"true"
6719,2019.0,"false"
6721,1714.0,"false"
6723,170.0,"true"
6725,2014.0,"false"
6727,2199.0,"false"
6729,3690.0,"false"
6731,619.0,"true"
6733,661.0,"true"
6735,2049.0,"false"
6737,181.0,"true"
6739,2565.0,"false"
6741,1816.0,"false"
6743,120.0,"true"
6745,916.0,"true"
6747,1706.0,"false"
6749,628.0,"true"
6751,833.0,"true"
6753,1617.0,"false"
6755,505.0,"true"
6757,769.0,"true"
6759,1801.0,"true"
6761,207.0,"true"
6763,1900.0,"false"
6765,2147.0,"false"
6767,1550.0,"true"
6769,1902.0,"false"
6771,1212.0,"false"
6773,1286.0,"true"
6775,189.0,"true"
6777,5657.0,"false"
6779,2495.0,"true"
6781,187.0,"true"
6783,2064.0,"false"
6785,183.0,"true"
6787,305.0,"true"
6789,1804.0,"true"
6791,1158.0,"true"
6793,196.0,"true"
6795,267.0,"true"
6797,182.0,"true"
6799,1248.0,"true"
6801,90.0,"true"
6803,674.0,"true"
6805,2597.0,"false"
6807,157.0,"true"
6809,1956.0,"false"
6811,1551.0,"true"
6813,1786.0,"false"
6815,142.0,"true"
6817,156.0,"true"
6819,626.0,"true"
6821,551.0,"true"
6823,126.0,"true"
6825,1720.0,"true"
6827,1678.0,"false"
6829,1988.0,"true"
6831,1911.0,"false"
6833,1147.0,"true"
6835,567.0,"true"
6837,141.0,"true"
6839,1126.0,"true"
6841,1308.0,"false"
6843,186.0,"true"
6845,127.0,"true"
6847,1547.0,"true"
6849,2047.0,"false"
6851,261.0,"true"
6853,1672.0,"true"
6855,1671.0,"false"
6857,2054.0,"false"
6859,2038.0,"true"
6861,1818.0,"false"
6863,1750.0,"false"
6865,1522.0,"false"
6867,2936.0,"false"
6869,200.0,"true"
6871,1876.0,"false"
6873,465.0,"true"
6875,230.0,"true"
6877,178.0,"true"
6879,1707.0,"false"
6881,1384.0,"true"
6883,176.0,"true"
6885,2019.0,"true"
6887,726.0,"true"
6889,933.0,"true"
6891,299.0,"true"
6893,2380.0,"true"
6895,2888.0,"false"
6897,751.0,"true"
6899,2060.0,"false"
6901,2554.0,"false"
6903,1216.0,"true"
6905,291.0,"true"
6907,2388.0,"false"
6909,110.0,"true"
6911,521.0,"true"
6913,72.0,"true"
6915,54.0,"true"
6917,2174.0,"false"
6919,2762.0,"false"
6921,2064.0,"true"
6923,1700.0,"true"
6925,1092.0,"true"
6927,189.0,"true"
6929,143.0,"true"
6931,176.0,"true"
6933,671.0,"true"
6935,993.0,"true"
6937,3699.0,"false"
6939,1028.0,"true"
6941,1996.0,"true"
6943,695.0,"true"
6945,322.0,"true"
6947,2495.0,"false"
6949,2243.0,"false"
6951,1297.0,"true"
6953,2360.0,"false"
6955,2362.0,"false"
6957,2730.0,"true"
6959,148.0,"true"
6961,817.0,"true"
6963,1929.0,"false"
6965,1796.0,"true"
6967,1805.0,"false"
6969,2297.0,"false"
6971,174.0,"true"
6973,2660.0,"false"
6975,739.0,"true"
6977,1655.0,"false"
6979,2063.0,"false"
6981,243.0,"true"
6983,141.0,"true"
6985,911.0,"true"
6987,986.0,"true"
6989,982.0,"true"
6991,2088.0,"false"
6993,1370.0,"true"
6995,354.0,"true"
6997,1528.0,"true"
6999,1983.0,"false"
7001,402.0,"true"
7003,697.0,"true"
7005,68.0,"true"
7007,1597.0,"true"
7009,1829.0,"false"
7011,1706.0,"true"
7013,1808.0,"false"
7015,93.0,"true"
7017,70.0,"true"
7019,1531.0,"true"
7021,730.0,"true"
7023,240.0,"true"
7025,2680.0,"false"
7027,1924.0,"false"
7029,2582.0,"false"
7031,3340.0,"false"
7033,1792.0,"true"
7035,800.0,"true"
7037,1735.0,"true"
7039,2281.0,"false"
7041,152.0,"true"
7043,142.0,"true"
7045,111.0,"true"
7047,1647.0,"true"
7049,1294.0,"true"
7051,1515.0,"false"
7053,916.0,"true"
7055,382.0,"true"
7057,130.0,"true"
7059,1176.0,"true"
7061,523.0,"true"
7063,207.0,"true"
7065,1177.0,"true"
7067,2001.0,"true"
7069,1338.0,"true"
7071,247.0,"true"
7073,1123.0,"true"
7075,179.0,"true"
7077,853.0,"true"
7079,1783.0,"false"
7081,534.0,"true"
7083,2130.0,"false"
7085,1591.0,"false"
7087,387.0,"true"
7089,480.0,"true"
7091,207.0,"true"
7093,262.0,"true"
7095,2322.0,"false"
7097,151.0,"true"
7099,135.0,"true"
7101,1869.0,"true"
7103,2067.0,"false"
7105,3465.0,"false"
7107,2807.0,"false"
7109,615.0,"true"
7111,2405.0,"false"
7113,1678.0,"true"
7115,142.0,"true"
7117,683.0,"true"
7119,869.0,"true"
7121,1116.0,"true"
7123,1020.0,"true"
7125,2713.0,"true"
7127,2135.0,"false"
7129,2056.0,"false"
7131,1960.0,"false"
7133,306.0,"true"
7135,1411.0,"true"
7137,2241.0,"false"
7139,2676.0,"true"
7141,2994.0,"false"
7143,1160.0,"true"
7145,270.0,"true"
7147,276.0,"true"
7149,3078.0,"true"
7151,888.0,"true"
7153,1606.0,"true"
7155,3474.0,"false"
7157,1217.0,"true"
7159,1584.0,"false"
7161,767.0,"true"
7163,145.0,"true"
7165,583.0,"true"
7167,2738.0,"false"
7169,2762.0,"false"
7171,359.0,"true"
7173,774.0,"true"
7175,107.0,"true"
7177,2560.0,"false"
7179,529.0,"true"
7181,90.0,"true"
7183,357.0,"true"
7185,254.0,"true"
7187,306.0,"true"
7189,1791.0,"true"
7191,192.0,"true"
7193,123.0,"true"
7195,2396.0,"false"
7197,2032.0,"false"
7199,245.0,"true"
7201,1062.0,"true"
7203,591.0,"true"
7205,118.0,"true"
7207,135.0,"true"
7209,1298.0,"true"
7211,2650.0,"false"
7213,111.0,"true"
7215,343.0,"true"
7217,165.0,"true"
7219,2337.0,"true"
7221,128.0,"true"
7223,1773.0,"false"
7225,1163.0,"true"
7227,160.0,"true"
7229,1760.0,"true"
7231,873.0,"true"
7233,512.0,"true"
7235,1793.0,"true"
7237,1210.0,"true"
7239,63.0,"true"
7241,2012.0,"false"
7243,83.0,"true"
7245,1960.0,"true"
7247,1943.0,"false"
7249,783.0,"true"
7251,2613.0,"false"
7253,252.0,"true"
7255,690.0,"true"
7257,3023.0,"false"
7259,1703.0,"true"
7261,558.0,"true"
7263,553.0,"true"
7265,1026.0,"true"
7267,313.0,"true"
7269,1038.0,"true"
7271,181.0,"true"
7273,1952.0,"true"
7275,194.0,"true"
7277,1814.0,"false"
7279,160.0,"true"
7281,200.0,"true"
7283,2459.0,"false"
7285,1532.0,"false"
7287,621.0,"true"
7289,1833.0,"false"
7291,140.0,"true"
7293,2546.0,"true"
7295,1798.0,"true"
7297,183.0,"true"
7299,253.0,"true"
7301,1981.0,"false"
7303,742.0,"true"
7305,619.0,"true"
7307,2203.0,"false"
7309,355.0,"true"
7311,1781.0,"true"
7313,142.0,"true"
7315,1856.0,"false"
7317,812.0,"true"
7319,927.0,"true"
7321,458.0,"true"
7323,2439.0,"false"
7325,1021.0,"true"
7327,1309.0,"true"
7329,2086.0,"false"
7331,3041.0,"false"
7333,366.0,"true"
7335,2258.0,"false"
7337,670.0,"true"
7339,157.0,"true"
7341,2071.0,"false"
7343,125.0,"true"
7345,1141.0,"true"
7347,904.0,"true"
7349,412.0,"true"
7351,1152.0,"true"
7353,548.0,"true"
7355,1058.0,"true"
7357,164.0,"true"
7359,126.0,"true"
7361,819.0,"true"
7363,583.0,"true"
7365,2298.0,"false"
7367,131.0,"true"
7369,197.0,"true"
7371,1048.0,"true"
7373,1522.0,"true"
7375,198.0,"true"
7377,152.0,"true"
7379,140.0,"true"
7381,166.0,"true"
7383,375.0,"true"
7385,3155.0,"false"
7387,942.0,"true"
7389,99.0,"true"
7391,1762.0,"true"
7393,1776.0,"false"
7395,125.0,"true"
7397,2177.0,"false"
7399,198.0,"true"
7401,280.0,"true"
7403,364.0,"true"
7405,231.0,"true"
7407,2371.0,"false"
7409,1146.0,"true"
7411,2220.0,"false"
7413,106.0,"true"
7415,979.0,"true"
7417,2194.0,"true"
7419,397.0,"true"
7421,259.0,"true"
7423,1940.0,"false"
7425,2215.0,"false"
7427,1600.0,"false"
7429,1317.0,"true"
7431,2166.0,"false"
7433,448.0,"true"
7435,261.0,"true"
7437,534.0,"true"
7439,195.0,"true"
7441,478.0,"true"
7443,2515.0,"true"
7445,1983.0,"true"
7447,1615.0,"true"
7449,816.0,"true"
7451,2099.0,"false"
7453,166.0,"true"
7455,3200.0,"false"
7457,2279.0,"false"
7459,1705.0,"true"
7461,2505.0,"false"
7463,263.0,"true"
7465,204.0,"true"
7467,162.0,"true"
7469,2229.0,"false"
7471,220.0,"true"
7473,1388.0,"true"
7475,1265.0,"true"
7477,1953.0,"false"
7479,222.0,"true"
7481,2151.0,"false"
7483,1906.0,"false"
7485,691.0,"true"
7487,1308.0,"false"
7489,785.0,"true"
7491,504.0,"true"
7493,1542.0,"true"
7495,1550.0,"true"
7497,1382.0,"false"
7499,184.0,"true"
7501,1285.0,"true"
7503,727.0,"true"
7505,1622.0,"true"
7507,181.0,"true"
7509,2173.0,"true"
7511,2145.0,"false"
7513,1550.0,"true"
7515,259.0,"true"
7517,1790.0,"false"
7519,1215.0,"true"
7521,2339.0,"false"
7523,1542.0,"true"
7525,1099.0,"true"
7527,1887.0,"false"
7529,1331.0,"true"
7531,1838.0,"true"
7533,3929.0,"false"
7535,221.0,"true"
7537,716.0,"true"
7539,354.0,"true"
7541,1610.0,"true"
7543,3672.0,"false"
7545,1207.0,"true"
7547,153.0,"true"
7549,1766.0,"true"
7551,1557.0,"true"
7553,98.0,"true"
7555,568.0,"true"
7557,2641.0,"true"
7559,199.0,"true"
7561,1438.0,"true"
7563,1269.0,"true"
7565,890.0,"true"
7567,511.0,"true"
7569,2070.0,"true"
7571,1016.0,"true"
7573,213.0,"true"
7575,187.0,"true"
7577,488.0,"true"
7579,340.0,"true"
7581,286.0,"true"
7583,165.0,"true"
7585,1634.0,"true"
7587,878.0,"true"
7589,113.0,"true"
7591,2843.0,"true"
7593,387.0,"true"
7595,893.0,"true"
7597,726.0,"true"
7599,1529.0,"true"
7601,286.0,"true"
7603,658.0,"true"
7605,2014.0,"false"
7607,2243.0,"false"
7609,3657.0,"true"
7611,2211.0,"true"
7613,2146.0,"true"
7615,1650.0,"false"
7617,1670.0,"true"
7619,2043.0,"true"
7621,169.0,"true"
7623,168.0,"true"
7625,262.0,"true"
7627,1621.0,"true"
7629,220.0,"true"
7631,1019.0,"true"
7633,2164.0,"false"
7635,171.0,"true"
7637,1787.0,"false"
7639,1008.0,"true"
7641,1130.0,"true"
7643,2691.0,"false"
7645,1062.0,"true"
7647,1822.0,"true"
7649,385.0,"true"
7651,733.0,"true"
7653,1840.0,"false"
7655,1867.0,"false"
7657,303.0,"true"
7659,2206.0,"true"
7661,2210.0,"false"
7663,78.0,"true"
7665,106.0,"true"
7667,1833.0,"false"
7669,154.0,"true"
7671,1917.0,"false"
7673,821.0,"true"
7675,129.0,"true"
7677,1907.0,"false"
7679,1160.0,"true"
7681,212.0,"true"
7683,1678.0,"false"
7685,1319.0,"true"
7687,779.0,"true"
7689,80.0,"true"
7691,2052.0,"true"
7693,1168.0,"true"
7695,1652.0,"true"
7697,2841.0,"true"
7699,1631.0,"true"
7701,743.0,"true"
7703,626.0,"true"
7705,259.0,"true"
7707,200.0,"true"
7709,184.0,"true"
7711,2172.0,"false"
7713,1636.0,"true"
7715,1987.0,"false"
7717,1290.0,"false"
7719,1993.0,"true"
7721,529.0,"true"
7723,2011.0,"true"
7725,1966.0,"false"
7727,229.0,"true"
7729,136.0,"true"
7731,595.0,"true"
7733,210.0,"true"
7735,214.0,"true"
7737,2788.0,"false"
7739,2198.0,"false"
7741,189.0,"true"
7743,2387.0,"false"
7745,1890.0,"false"
7747,2057.0,"false"
7749,388.0,"true"
7751,1526.0,"true"
7753,185.0,"true"
7755,75.0,"true"
7757,1316.0,"true"
7759,1593.0,"false"
7761,1800.0,"false"
7763,848.0,"true"
7765,1196.0,"true"
7767,112.0,"true"
7769,139.0,"true"
7771,104.0,"true"
7773,2195.0,"false"
7775,689.0,"true"
7777,1077.0,"true"
7779,121.0,"true"
7781,907.0,"true"
7783,1770.0,"false"
7785,1268.0,"true"
7787,1776.0,"false"
7789,175.0,"true"
7791,562.0,"true"
7793,103.0,"true"
7795,662.0,"true"
7797,1454.0,"true"
7799,2174.0,"true"
7801,2108.0,"true"
7803,202.0,"true"
7805,2189.0,"false"
7807,191.0,"true"
7809,1824.0,"false"
7811,1085.0,"true"
7813,156.0,"true"
7815,2687.0,"false"
7817,877.0,"true"
7819,180.0,"true"
7821,2751.0,"false"
7823,615.0,"true"
7825,2088.0,"true"
7827,2251.0,"false"
7829,1422.0,"true"
7831,1342.0,"true"
7833,102.0,"true"
7835,2481.0,"false"
7837,1700.0,"false"
7839,1052.0,"true"
7841,1868.0,"true"
7843,1169.0,"true"
7845,609.0,"true"
7847,216.0,"true"
7849,161.0,"true"
7851,1693.0,"false"
7853,2815.0,"false"
7855,133.0,"true"
7857,159.0,"true"
7859,124.0,"true"
7861,1710.0,"false"
7863,393.0,"true"
7865,872.0,"true"
7867,1730.0,"true"
7869,1867.0,"true"
7871,2040.0,"true"
7873,597.0,"true"
7875,1269.0,"true"
7877,2268.0,"false"
7879,125.0,"true"
7881,2340.0,"false"
7883,787.0,"true"
7885,1025.0,"true"
7887,1109.0,"true"
7889,1010.0,"true"
7891,77.0,"true"
7893,763.0,"true"
7895,2114.0,"false"
7897,390.0,"true"
7899,1499.0,"true"
7901,147.0,"true"
7903,1677.0,"false"
7905,231.0,"true"
7907,1882.0,"true"
7909,376.0,"true"
7911,2447.0,"true"
7913,1277.0,"true"
7915,2264.0,"false"
7917,1875.0,"false"
7919,1395.0,"true"
7921,135.0,"true"
7923,59.0,"true"
7925,1155.0,"true"
7927,838.0,"true"
7929,2352.0,"false"
7931,1745.0,"true"
7933,1454.0,"true"
7935,461.0,"true"
7937,287.0,"true"
7939,977.0,"true"
7941,215.0,"true"
7943,1446.0,"true"
7945,1046.0,"true"
7947,784.0,"true"
7949,1623.0,"true"
7951,223.0,"true"
7953,2425.0,"false"
7955,1364.0,"true"
7957,1904.0,"false"
7959,1905.0,"false"
7961,222.0,"true"
7963,2309.0,"false"
7965,606.0,"true"
7967,1927.0,"false"
7969,120.0,"true"
7971,1297.0,"true"
7973,3370.0,"false"
7975,1005.0,"true"
7977,648.0,"true"
7979,198.0,"true"
7981,1386.0,"true"
7983,1829.0,"false"
7985,319.0,"true"
7987,2046.0,"false"
7989,221.0,"true"
7991,1645.0,"true"
7993,1558.0,"true"
7995,2427.0,"false"
7997,417.0,"true"
7999,739.0,"true"
8001,502.0,"true"
8003,222.0,"true"
8005,1926.0,"false"
8007,1083.0,"true"
8009,1923.0,"false"
8011,136.0,"true"
8013,1925.0,"true"
8015,164.0,"true"
8017,1526.0,"true"
8019,58.0,"true"
8021,2087.0,"false"
8023,1717.0,"false"
8025,892.0,"true"
8027,1070.0,"true"
8029,254.0,"true"
8031,1780.0,"true"
8033,1818.0,"true"
8035,944.0,"true"
8037,482.0,"true"
8039,2260.0,"false"
8041,1031.0,"true"
8043,542.0,"true"
8045,2526.0,"false"
8047,173.0,"true"
8049,243.0,"true"
8051,278.0,"true"
8053,183.0,"true"
8055,2192.0,"false"
8057,373.0,"true"
8059,1429.0,"true"
8061,841.0,"true"
8063,502.0,"true"
8065,1655.0,"true"
8067,1586.0,"true"
8069,178.0,"true"
8071,2366.0,"false"
8073,180.0,"true"
8075,1194.0,"true"
8077,2009.0,"true"
8079,207.0,"true"
8081,79.0,"true"
8083,1324.0,"true"
8085,2227.0,"false"
8087,577.0,"true"
8089,190.0,"true"
8091,106.0,"true"
8093,136.0,"true"
8095,3599.0,"false"
8097,729.0,"true"
8099,993.0,"true"
8101,1946.0,"true"
8103,1963.0,"false"
8105,1914.0,"false"
8107,2622.0,"false"
8109,208.0,"true"
8111,166.0,"true"
8113,96.0,"true"
8115,372.0,"true"
8117,1282.0,"true"
8119,1938.0,"false"
8121,573.0,"true"
8123,179.0,"true"
8125,1997.0,"true"
8127,140.0,"true"
8129,1120.0,"true"
8131,3297.0,"false"
8133,371.0,"true"
8135,1601.0,"false"
8137,145.0,"true"
8139,153.0,"true"
8141,1732.0,"true"
8143,146.0,"true"
8145,2051.0,"false"
8147,862.0,"true"
8149,185.0,"true"
8151,2516.0,"false"
8153,157.0,"true"
8155,2924.0,"false"
8157,191.0,"true"
8159,1430.0,"false"
8161,1989.0,"false"
8163,2421.0,"true"
8165,361.0,"true"
8167,426.0,"true"
8169,132.0,"true"
8171,1991.0,"true"
8173,113.0,"true"
8175,171.0,"true"
8177,84.0,"true"
8179,1044.0,"true"
8181,2308.0,"false"
8183,2127.0,"true"
8185,1728.0,"true"
8187,1447.0,"false"
8189,2097.0,"false"
8191,3003.0,"false"
8193,1244.0,"true"
8195,1624.0,"true"
8197,649.0,"true"
8199,2924.0,"false"
8201,118.0,"true"
8203,2615.0,"false"
8205,127.0,"true"
8207,1394.0,"false"
8209,458.0,"true"
8211,66.0,"true"
8213,2061.0,"false"
8215,490.0,"true"
8217,1121.0,"true"
8219,189.0,"true"
8221,983.0,"true"
8223,2161.0,"false"
8225,1752.0,"false"
8227,273.0,"true"
8229,735.0,"true"
8231,1889.0,"false"
8233,837.0,"true"
8235,1294.0,"true"
8237,1475.0,"true"
8239,1613.0,"false"
8241,928.0,"true"
8243,1864.0,"false"
8245,2271.0,"false"
8247,2102.0,"false"
8249,679.0,"true"
8251,466.0,"true"
8253,908.0,"true"
8255,288.0,"true"
8257,109.0,"true"
8259,732.0,"true"
8261,195.0,"true"
8263,154.0,"true"
8265,49.0,"true"
8267,102.0,"true"
8269,2134.0,"true"
8271,2003.0,"false"
8273,2182.0,"false"
8275,168.0,"true"
8277,2579.0,"true"
8279,473.0,"true"
8281,2149.0,"false"
8283,141.0,"true"
8285,1562.0,"false"
8287,152.0,"true"
8289,707.0,"true"
8291,1706.0,"false"
8293,1237.0,"true"
8295,2959.0,"false"
8297,223.0,"true"
8299,1938.0,"false"
8301,128.0,"true"
8303,1178.0,"true"
8305,1818.0,"false"
8307,794.0,"true"
8309,937.0,"true"
8311,190.0,"true"
8313,95.0,"true"
8315,1537.0,"false"
8317,1372.0,"true"
8319,279.0,"true"
8321,2600.0,"false"
8323,1513.0,"true"
8325,519.0,"true"
8327,691.0,"true"
8329,2295.0,"false"
8331,175.0,"true"
8333,1292.0,"true"
8335,245.0,"true"
8337,2661.0,"false"
8339,120.0,"true"
8341,69.0,"true"
8343,487.0,"true"
8345,1912.0,"false"
8347,665.0,"true"
8349,2346.0,"false"
8351,1783.0,"true"
8353,714.0,"true"
8355,230.0,"true"
8357,202.0,"true"
8359,1681.0,"true"
8361,116.0,"true"
8363,1983.0,"false"
8365,3231.0,"false"
8367,211.0,"true"
8369,1250.0,"true"
8371,130.0,"true"
8373,1686.0,"false"
8375,160.0,"true"
8377,141.0,"true"
8379,342.0,"true"
8381,141.0,"true"
8383,2154.0,"false"
8385,1884.0,"false"
8387,2819.0,"true"
8389,2535.0,"false"
8391,2990.0,"true"
8393,1852.0,"false"
8395,86.0,"true"
8397,2303.0,"true"
8399,142.0,"true"
8401,2080.0,"false"
8403,2020.0,"true"
8405,892.0,"true"
8407,1531.0,"false"
8409,2326.0,"false"
8411,1318.0,"true"
8413,53.0,"true"
8415,2456.0,"false"
8417,306.0,"true"
8419,2161.0,"true"
8421,1670.0,"false"
8423,1438.0,"true"
8425,1757.0,"true"
8427,1262.0,"true"
8429,162.0,"true"
8431,2067.0,"false"
8433,5852.0,"false"
8435,1590.0,"true"
8437,1257.0,"true"
8439,2018.0,"false"
8441,1531.0,"false"
8443,951.0,"true"
8445,2256.0,"false"
8447,1318.0,"true"
8449,1920.0,"true"
8451,377.0,"true"
8453,202.0,"true"
8455,1901.0,"false"
8457,2140.0,"false"
8459,1605.0,"false"
8461,1655.0,"true"
8463,2075.0,"false"
8465,120.0,"true"
8467,1250.0,"true"
8469,52.0,"true"
8471,104.0,"true"
8473,2050.0,"true"
8475,1679.0,"true"
8477,129.0,"true"
8479,2779.0,"false"
8481,204.0,"true"
8483,189.0,"true"
8485,188.0,"true"
8487,665.0,"true"
8489,2383.0,"false"
8491,508.0,"true"
8493,157.0,"true"
8495,736.0,"true"
8497,2216.0,"false"
8499,2399.0,"false"
8501,1541.0,"true"
8503,1839.0,"false"
8505,257.0,"true"
8507,1525.0,"false"
8509,1835.0,"true"
8511,2213.0,"false"
8513,1139.0,"true"
8515,382.0,"true"
8517,105.0,"true"
8519,1702.0,"false"
8521,3286.0,"false"
8523,160.0,"true"
8525,1274.0,"true"
8527,151.0,"true"
8529,267.0,"true"
8531,1748.0,"false"
8533,927.0,"true"
8535,173.0,"true"
8537,1840.0,"true"
8539,1947.0,"false"
8541,2748.0,"false"
8543,264.0,"true"
8545,1577.0,"true"
8547,173.0,"true"
8549,707.0,"true"
8551,1543.0,"true"
8553,2414.0,"false"
8555,123.0,"true"
8557,215.0,"true"
8559,514.0,"true"
8561,2482.0,"false"
8563,1126.0,"true"
8565,2035.0,"false"
8567,2344.0,"false"
8569,530.0,"true"
8571,1533.0,"true"
8573,184.0,"true"
8575,722.0,"true"
8577,1168.0,"true"
8579,217.0,"true"
8581,2147.0,"true"
8583,2515.0,"false"
8585,1551.0,"false"
8587,2367.0,"false"
8589,88.0,"true"
8591,3251.0,"false"
8593,1949.0,"false"
8595,1006.0,"true"
8597,304.0,"true"
8599,1037.0,"true"
8601,232.0,"true"
8603,962.0,"true"
8605,356.0,"true"
8607,2070.0,"false"
8609,1417.0,"true"
8611,1803.0,"true"
8613,1981.0,"false"
8615,2163.0,"false"
8617,1088.0,"true"
8619,176.0,"true"
8621,2374.0,"false"
8623,210.0,"true"
8625,2050.0,"false"
8627,1565.0,"true"
8629,3772.0,"false"
8631,392.0,"true"
8633,399.0,"true"
8635,1242.0,"true"
8637,2258.0,"false"
8639,334.0,"true"
8641,1311.0,"true"
8643,328.0,"true"
8645,1241.0,"true"
8647,1723.0,"false"
8649,2115.0,"false"
8651,1831.0,"false"
8653,2030.0,"false"
8655,1661.0,"true"
8657,1382.0,"false"
8659,2865.0,"false"
8661,96.0,"true"
8663,1404.0,"true"
8665,945.0,"true"
8667,869.0,"true"
8669,2113.0,"false"
8671,1120.0,"true"
8673,1617.0,"false"
8675,856.0,"true"
8677,754.0,"true"
8679,253.0,"true"
8681,2043.0,"true"
8683,176.0,"true"
8685,1450.0,"true"
8687,1791.0,"false"
8689,1918.0,"false"
8691,1285.0,"true"
8693,920.0,"true"
8695,1193.0,"true"
8697,2340.0,"true"
8699,544.0,"true"
8701,2470.0,"false"
8703,410.0,"true"
8705,1139.0,"true"
8707,1942.0,"true"
8709,751.0,"true"
8711,1600.0,"true"
8713,2604.0,"false"
8715,2051.0,"false"
8717,1936.0,"false"
8719,1163.0,"true"
8721,2083.0,"false"
8723,1903.0,"false"
8725,382.0,"true"
8727,1727.0,"false"
8729,1487.0,"false"
8731,1113.0,"true"
8733,558.0,"true"
8735,750.0,"true"
8737,125.0,"true"
8739,3822.0,"false"
8741,2063.0,"false"
8743,457.0,"true"
8745,1066.0,"true"
8747,349.0,"true"
8749,2182.0,"true"
8751,143.0,"true"
8753,1627.0,"true"
8755,366.0,"true"
8757,1679.0,"false"
8759,244.0,"true"
8761,147.0,"true"
8763,1060.0,"true"
8765,98.0,"true"
8767,2101.0,"false"
8769,812.0,"true"
8771,78.0,"true"
8773,2903.0,"false"
8775,1988.0,"false"
8777,93.0,"true"
8779,1679.0,"false"
8781,1935.0,"false"
8783,327.0,"true"
8785,1281.0,"true"
8787,224.0,"true"
8789,169.0,"true"
8791,879.0,"true"
8793,388.0,"true"
8795,2028.0,"false"
8797,2370.0,"false"
8799,214.0,"true"
8801,113.0,"true"
8803,193.0,"true"
8805,311.0,"true"
8807,759.0,"true"
8809,2042.0,"true"
8811,721.0,"true"
8813,127.0,"true"
8815,135.0,"true"
8817,161.0,"true"
8819,477.0,"true"
8821,223.0,"true"
8823,540.0,"true"
8825,2287.0,"true"
8827,1838.0,"true"
8829,1944.0,"true"
8831,2244.0,"false"
8833,334.0,"true"
8835,195.0,"true"
